name,city,iata_code,icao,latitude,longitude,url,city_code,country,state,county
Cork Airport,Cork,ORK,EICK,51.84173815,-8.493798524458427,http://www.corkairport.com/,ORK,IE,Munster,County Cork
Orlando Executive,Azalea Park,ORL,KORL,28.54617435,-81.33163591314123,,ORL,US,Florida,Orange County
Northampton,Northampton,ORM,EGBK,52.233334,-0.9,http://www.sywellaerodrome.co.uk/,ORM,GB,England,Northamptonshire
Es Senia Airport,,ORN,DAOO,35.6206678,-0.6154202368508483,,ORN,DZ,,
Yoro,Yoro,ORO,MHYR,15.125278,-87.13389,,ORO,HN,Yoro,
Orapa,Rakops,ORP,FBOR,-21.0,24.5,,ORP,BW,Central,
Heliport,Westport,ORQ,,41.11667,-73.36667,,ORQ,US,Connecticut,Fairfield County
Yorketown,,ORR,YYOR,-35.002820299999996,137.6192858035999,,ORR,AU,,
Waterport,,ORS,,-18.633333,146.48334,,ORS,AU,,
Northway,,ORT,PAOR,62.961308,-141.9310183218222,,ORT,US,,
Oruro,Oruro,ORU,SLOR,-17.954718200000002,-67.07636218484333,http://en.wikipedia.org/wiki/Juan_Mendoza_Airport,ORU,BO,Oruro,
Robert (Bob) Curtis Memorial Airport,,ORV,PFNO,66.81738435,-161.02719296028909,,ORV,US,,
Ormara,Ormara,ORW,OPOR,25.279114200000002,64.59265873771524,,ORW,PK,Balochistan,
Oriximina,Oriximina,ORX,SNOX,-1.75,-55.86667,,ORX,BR,Para,Oriximina
Paris Orly Airport,Paray-Vieille-Poste,ORY,LFPO,48.748477050000005,2.35572229362018,http://www.adp.fr,PAR,FR,Ile-de-France,Departement de l'Essonne
Orange Walk,Belmopan,ORZ,,17.166668,-88.75,,ORZ,BZ,Cayo,
Osage Beach,Osage Beach,OSB,,38.1077033,-92.6758441,,OSB,US,Missouri,Camden County
Wurtsmith AFB,Au Sable,OSC,KOSC,44.433334,-83.333336,,OSC,US,Michigan,Iosco County
Are Ostersund Airport,Krokom,OSD,ESNZ,63.19562795,14.499010830385984,https://www.swedavia.com/ostersund/,OSD,SE,Jaemtland,Krokoms Kommun
Omora,,OSE,AYOM,-7.82732305,147.08075878830908,,OSE,PG,,
Ostafyevo International Business Airport,Shcherbinka,OSF,UUMO,55.511667,37.507222,http://eng.gazpromavia.ru/page20.shtml,OSF,RU,Moskovskaya,
Ossima,,OSG,AYZS,-2.966667,141.33333,,OSG,PG,,
Wittman Field,Oshkosh,OSH,KOSH,43.98389,-88.556946,http://www.wittmanairport.com/,OSH,US,Wisconsin,Winnebago County
Osijek Airport,Osijek,OSI,LDOS,45.55,18.683332,,OSI,HR,Osjecko-Baranjska,Grad Osijek
Ol Seki Airport,Narok,OSJ,,-1.378412,35.377414,,OSJ,KE,Narok,
Oskarshamn,Oskarshamn,OSK,ESMO,57.266666,16.433332,,OSK,SE,Kalmar,Oskarshamns Kommun
Oslo Airport Gardermoen,Teigebyen,OSL,ENGM,60.19786535,11.09967535417638,https://avinor.no/en/airport/oslo-airport,OSL,NO,Akershus,Nannestad
Mosul,Mosul,OSM,ORBM,36.30509415,43.148121645696165,,OSM,IQ,Ninawa,
Osan AB,Osan,OSN,RKSO,37.0838419,127.02653817056847,,OSN,KR,Gyeonggi-do,
Osborne Mine,,OSO,YOSB,-22.0792179,140.5568295,,OSO,AU,,
Mosnov Airport,Petrvald,OSR,LKMT,49.6968749,18.116063013271024,http://www.airport-ostrava.cz/en/,OSR,CZ,,
Osh Airport,Osh,OSS,UCFO,40.60815205,72.79365034036988,http://www.airport.kg/eng/branches.htm,OSS,KG,Osh,
Ostend-Bruges International Airport,Middelkerke,OST,EBOS,51.2003974,2.874165781169563,http://www.ost.aero/,OST,BE,Flanders,Provincie West-Vlaanderen
Ohio State University,Dublin,OSU,KOSU,40.08113710000001,-83.07348313724086,https://osuairport.org/,CMH,US,Ohio,Franklin County
Orsk Airport,Orsk,OSW,UWOR,51.2,58.566666,,OSW,RU,Orenburg,
Attala County,Kosciusko,OSX,,33.0906846,-89.5417417,,OSX,US,Mississippi,Attala County
Namsos Airport,Namsos,OSY,ENNM,64.47214034999999,11.577900229729934,https://avinor.no/en/airport/namsos-airport/,OSY,NO,Nord-Trondelag,Namsos
Koszalin,Tychowo,OSZ,EPKZ,54.042778,16.264444,,OSZ,PL,West Pomeranian Voivodeship,Powiat bialogardzki
Mota,Addiet Canna,OTA,,11.066667,37.88333,,OTA,ET,Amhara,
Bol,Bol,OTC,FTTL,13.433333,14.733333,,OTC,TD,Lac,
Contadora,Veracruz,OTD,,8.666667,-79.566666,,OTD,PA,Panama,
Worthington,Worthington,OTG,,43.65222,-95.58361,,OTG,US,Minnesota,Nobles County
Southwest Oregon Regional Airport,North Bend,OTH,KOTH,43.41549325,-124.2434654166912,,OTH,US,Oregon,Coos County
Pitu,Tobelo,OTI,WAMR,2.833333,128.5,,OTI,ID,Maluku Utara,
Otjiwarongo,Otjiwarongo,OTJ,FYOW,-20.4319984,16.661328,,OTJ,NA,Otjozondjupa,
Tillamook,Tillamook,OTK,KTMK,45.4182929,-123.81568010572308,,OTK,US,Oregon,Tillamook County
Boutilimit,Aleg,OTL,GQNB,17.75,-14.666667,,OTL,MR,Brakna,
Industrial,Ottumwa,OTM,KOTM,41.106388,-92.449165,,OTM,US,Iowa,Wapello County
Green,Bicknell,OTN,I20,38.8519239,-87.50053924114556,http://www.edairinc.com/index.html,OTN,US,Indiana,Knox County
Vor,Moriarty,OTO,,35.066666,-105.933334,,OTO,US,New Mexico,Torrance County
Bucharest Henri Coanda International Airport,Otopeni,OTP,LROP,44.571156,26.077063,http://www.bucharestairports.ro/en/,BUH,RO,Ilfov,Comuna Otopeni
Otog Front Banner Oljoq Airport,Ordos City,OTQ,,38.17423,107.3897,,OTQ,CN,,
Coto 47,Corredor,OTR,MRCC,8.566667,-82.933334,,OTR,CR,Puntarenas,
Anacortes,Anacortes,OTS,,48.4974928,-122.66173193624057,,OTS,US,Washington,Skagit County
Andre Maggi,Aripuana,OTT,,-9.902215,-58.581287,,OTT,BR,Mato Grosso,Colniza
Otu,Segovia,OTU,SKOT,7.01078885,-74.71545480613989,,OTU,CO,Antioquia,
Ontong Java,,OTV,AGGQ,-5.513889,159.52278,,OTV,SB,,
Oria,,OTY,,-6.6,155.76666,,OTY,PG,,
Ralph Wien Memorial Airport,,OTZ,PAOT,66.8836843,-162.61074661016386,,OTZ,US,,
Ouagadougou International Airport,Ouagadougou,OUA,DFFD,12.350413150000001,-1.5124424971595523,,OUA,BF,Centre,Kadiogo Province
Les Angades Airport,Oujda,OUD,GMFO,34.783333,-1.933333,,OUD,MA,Oriental,Oujda-Angad
Ouesso,Ouesso,OUE,FCOU,1.61967185,16.038631380985755,,OUE,CG,Sangha,
Ouahigouya,Ouahigouya,OUG,DFCC,13.516667,-2.333333,,OUG,BF,Nord,Province du Yatenga
Oudtshoorn,Oudtshoorn,OUH,FAOH,-33.60659885,22.189409270456053,,OUH,ZA,Western Cape,Eden District Municipality
Ban Houei,,OUI,,18.936111,102.67083,,OUI,LA,,
Outer Skerries,,OUK,EGOU,60.416668,-0.75,,SDZ,GB,,
Oulu Airport,Oulunsalo,OUL,EFOU,64.93012,25.375425,https://www.finavia.fi/en/oulu/,OUL,FI,Northern Ostrobothnia,Oulu
Oum Hadjer,Oum Hadjer,OUM,,13.216667,19.616667,,OUM,TD,Batha,
Max Westheimer,Norman,OUN,KOUN,35.216667,-97.433334,http://www.ou.edu/airport.html,OUN,US,Oklahoma,Cleveland County
Batouri,Batouri,OUR,FKKI,4.4738974,14.3622338,,OUR,CM,East,
Ourinhos,Ourinhos,OUS,SDOU,-22.966458,-49.91315384754624,,OUS,BR,Sao Paulo,Ourinhos
Bousso,Bousso,OUT,FTTS,10.4829998,16.7169991,,OUT,TD,Chari-Baguirmi,
Ouanga,,OUU,,-2.983333,10.3,,OUU,GA,,
Zouerate,Zouerat,OUZ,GQPZ,22.733334,-12.35,,OUZ,MR,Tiris Zemmour,
Bekily,Beteza,OVA,FMSL,-24.23684045,45.30429340257109,,OVA,MG,Androy,
Novosibirsk Tolmachevo Airport,Ob',OVB,UNNT,55.00901,82.667,http://eng.tolmachevo.ru/,OVB,RU,Novosibirsk,
Asturias Airport,Castrillon,OVD,LEAS,43.56161899999999,-6.030909804909283,http://www.aena.es/csee/Satellite?cid=1047658435997&pagename=subHome&Language=EN_GB&SiteName=OVD&c=Page,OVD,ES,Asturias,Province of Asturias
Oroville,Thermalito,OVE,KOVE,39.4896515,-121.61708560790602,http://www.cityoforoville.org/index.aspx?page=210,OVE,US,California,Butte County
Overberg (FAOB),Bredasdorp,OVG,FAOB,-34.567135050000005,20.253781595090956,,OVG,ZA,Western Cape,Overberg District Municipality
Ovalle,Monte Patria,OVL,SCOV,-30.566668,-71.0,,OVL,CL,Coquimbo,Provincia de Limari
Olavarria,Olavarria,OVR,SAZF,-36.88835835,-60.22043631757385,,OVR,AR,Buenos Aires,
Sovetsky Airport,Sovetskiy,OVS,USHS,61.33209,63.601887,,OVS,RU,Khanty-Mansiyskiy Avtonomnyy Okrug,
Owatonna,Owatonna,OWA,KOWA,44.1,-93.166664,http://ci.owatonna.mn.us/airport,OWA,US,Minnesota,Steele County
Daviess County Airport,Owensboro,OWB,KOWB,37.740833,-87.16583,,OWB,US,Kentucky,Daviess County
Memorial,West Bridgewater,OWD,KOWD,42.0,-71.0,http://www.ci.norwood.ma.us/Airport/Default.htm,OWD,US,Massachusetts,Plymouth County
Owendo,Libreville,OWE,,0.35,9.483333,,OWE,GA,Estuaire,
Central Maine Airport of Norridgewock,Norridgewock,OWK,KOWK,44.716667,-69.8,http://www.townofnorridgewock.com/airport.html,OWK,US,Maine,Somerset County
Osvaldo Vieira Airport,Bissau,OXB,GGOV,11.888889,-15.657222,,OXB,GW,Bissau,
Waterbury-oxford,Oxford,OXC,KOXC,41.47916145,-73.13638864590519,http://www.ctairports.org/GeneralAviationAirports/WaterburyOxford/AbouttheAirport.aspx,OXC,US,Connecticut,New Haven County
Miami University,New Paris,OXD,KOXD,39.86028,-84.76111,http://www.units.miamioh.edu/businessservices/Airport,OXD,US,Ohio,Preble County
Oxford (Kidlington),Oxford,OXF,EGTK,51.766666,-1.25,http://www.oxfordairport.co.uk/,OXF,GB,England,Oxfordshire
Orientos,,OXO,,-27.666668,141.33333,,OXO,AU,,
Ventura,Oxnard,OXR,KOXR,34.20009175,-119.20789455598106,,OXR,US,California,Ventura County
Morney,,OXY,YMNY,-25.35,141.36667,,OXY,AU,,
Goya,Goya,OYA,SATG,-29.1052849,-59.21913085958373,,OYA,AR,Corrientes,
Camopi Airport,Camopi,OYC,,3.172222,-52.336111,,OYC,GF,,
Oyem,Oyem,OYE,FOGO,1.54637935,11.582873675829575,,OYE,GA,Woleu-Ntem,
Moyo,Moyo,OYG,HUMY,3.65,31.716667,,OYG,UG,Northern Region,Moyo District
Oiapoque,,OYK,SBOI,3.8562182,-51.795727219974765,,OYK,BR,,
Moyale,Moyale,OYL,HKMY,3.533333,39.05,,OYL,KE,Marsabit,
Ouyen,,OYN,YOUY,-35.0892885,142.3486862,,OYN,AU,,
Tres Arroyos,Tres Arroyos,OYO,SAZH,-38.36667,-60.25,,OYO,AR,Buenos Aires,Partido de Tres Arroyos
St-Georges de lOyapock,Saint-Georges-de-l'Oyapock,OYP,SOOG,3.9,-51.8,,OYP,GF,Guyane,Guyane
Yosemite Ntl Park,Yosemite Valley,OYS,,37.85,-119.55,,OYS,US,California,Mariposa County
Ozona Municipalcipal,Ozona,OZA,KOZA,30.716667,-101.21667,http://www.ozona.com/articles/view/ozona-municipal-airport-52b1db2c-3ff8-4122-8b3f-1a349bf0d2c8,OZA,US,Texas,Crockett County
Labo Airport,Lapase,OZC,RPMO,8.17931945,123.84191227879472,,OZC,PH,Northern Mindanao,Province of Misamis Occidental
Zagora Airport,Zagora,OZG,GMAZ,30.266018850000002,-5.859202534443837,,OZG,MA,Souss-Massa-Draa,Zagora
Zaporozhye Airport,Zaporizhzhya,OZH,UKDE,47.869395850000004,35.31153502036521,,OZH,UA,Zaporizhia,
Bobadilla,Furnas,OZI,,37.6625,-24.9,,OZI,ES,Azores,Povoacao
Moron,Utrera,OZP,LEMO,37.24917,-5.759444,,OZP,ES,Andalusia,Provincia de Sevilla
Cairns AAF,Ozark,OZR,KOZR,31.45,-85.666664,,OZR,US,Alabama,Dale County
Montilla,Montilla,OZU,,37.6,-4.633333,,OZU,ES,Andalusia,Province of Cordoba
Ouarzazate Airport,Ouarzazat,OZZ,GMMZ,30.938211250000002,-6.908943082878656,,OZZ,MA,Souss-Massa-Draa,Ouarzazate
Pa-an,Hpa-an,PAA,VYPA,16.892778,97.67833,,PAA,MM,Kayin,
Bilaspur,Bilaspur,PAB,VEBU,31.316668,76.833336,,PAB,IN,Himachal Pradesh,Bilaspur
Marcos A. Gelabert International Airport,Chepillo,PAC,MPMG,8.983333,-79.21667,,PTY,PA,Panama,
Paderborn Lippstadt Airport,Salzkotten,PAD,EDLP,51.614599299999995,8.619063961655392,http://www.flughafen-paderborn-lippstadt.de,PAD,DE,North Rhine-Westphalia,Regierungsbezirk Detmold
Snohomish County - Paine Field,Mukilteo,PAE,KPAE,47.9088268,-122.27943020482658,,PAE,US,Washington,Snohomish County
Pakuba,Bulisa,PAF,HUPA,2.2,31.616667,,PAF,UG,Western Region,Bulisa District
Pagadian Airport,Pagadian,PAG,RPMP,7.827059200000001,123.46005995201602,,PAG,PH,Zamboanga Peninsula,Province of  Zamboanga del Sur
Barkley Regional Airport,Massac,PAH,KPAH,37.0596,-88.773,,PAH,US,Kentucky,McCracken County
Para Chinar,Parachinar,PAJ,OPPC,33.9,70.1,,PAJ,PK,Federally Administered Tribal Areas,
Port Allen,Hanapepe Heights,PAK,PHPA,21.896957899999997,-159.6027334710372,,PAK,US,Hawaii,Kauai County
Palanquero,,PAL,SKPQ,52.15,-74.65,,PAL,CO,,
Tyndall AFB,Panama City,PAM,KPAM,30.166668,-85.683334,http://www.tyndall.af.mil/,PFN,US,Florida,Bay County
Pattani,Nong Chik,PAN,VTSK,6.7854878,101.15276892561963,,PAN,TH,Pattani,
Palo Alto,East Palo Alto,PAO,KPAO,37.4593107,-122.11338052352352,http://www.countyairports.org/pao.html,PAO,US,California,San Mateo County
Toussaint Louverture International Airport,Delmas 73,PAP,MTPP,18.579012300000002,-72.29606501465122,,PAP,HT,Ouest,
Palmer Municipalcipal,Palmer,PAQ,PAAQ,61.6,-149.11667,,PAQ,US,Alaska,Matanuska-Susitna Borough
Paros Airport,Antiparos,PAS,LGPA,37.066666,25.1,,PAS,GR,South Aegean,Nomos Kykladon
Jay Prakash Narayan International Airport,Patna,PAT,VEPT,25.59489,85.09067,http://airportsindia.org.in/allAirports/patna_techinfo.jsp,PAT,IN,Bihar,Patna
Pauk,,PAU,VYPK,21.44900345,94.48656617197045,,PAU,MM,,
Paulo Afonso Airport,Paulo Afonso,PAV,SBUF,-9.4005831,-38.25002608988869,,PAV,BR,Bahia,Paulo Afonso
Pambwa,,PAW,,-11.416667,154.03334,,PAW,PG,,
Port De Paix,Ti Port-de-Paix,PAX,MTPX,19.93488935,-72.84678863305224,,PAX,HT,Nord-Ouest,
Pamol,,PAY,WBKP,5.993056,117.39445,,PAY,MY,,
El Tajin National Airport,Poza Rica de Hidalgo,PAZ,MMPA,20.516666,-97.467224,,PAZ,MX,Veracruz,
Point Barrow,,PBA,,71.28333,-156.76666,,BRW,US,,
Paranaiba,Paranaiba,PBB,SSPN,-19.666668,-51.183334,,PBB,BR,Mato Grosso do Sul,Paranaiba
Huejotsingo Airport,Santa Maria Zacatepec,PBC,MMPB,19.135,-98.3675,http://www.aeropuertopuebla.com/,PBC,MX,Puebla,Juan C. Bonilla
Porbandar,Porbandar,PBD,VAPR,21.6476942,69.66174585282947,http://www.airportsindia.org.in/allAirports/porbander.jsp,PBD,IN,Gujarat,Porbandar
Puerto Berrio,Puerto Berrio,PBE,SKPR,6.483333,-74.48333,,PBE,CO,Antioquia,
Grider Field,Pine Bluff,PBF,KPBF,34.1744743,-91.9366952,http://www.pbaviation.com,PBF,US,Arkansas,Jefferson County
Plattsburgh International Airport,Plattsburgh West,PBG,KPBG,44.6689275,-73.4719379,http://www.plattsburghinternationalairport.com/,PBG,US,New York,Clinton County
Paro Airport,Paro,PBH,VQPR,27.403184449999998,89.42341649453166,,PBH,BT,Paro,
Palm Beach International Airport,Haverhill,PBI,KPBI,26.6859478,-80.09248650717163,http://www.pbia.org,PBI,US,Florida,Palm Beach County
Paama,,PBJ,NVSI,-16.432021900000002,168.23523696852922,,PBJ,VU,,
Pack Creek,,PBK,,57.8,-134.7,,PBK,US,,
Puerto Cabello,Puerto Cabello,PBL,SVPC,10.4789026,-68.07287449307714,,PBL,VE,Carabobo,Municipio Puerto Cabello
Zanderij International Airport,Onverwacht,PBM,SMJP,5.45209655,-55.18802501876111,http://www.japi-airport.com,PBM,SR,Para,
Porto Amboim,Sumbe,PBN,FNPA,-10.7218306,13.765036832632958,,PBN,AO,Cuanza Sul,
Paraburdoo Airport,,PBO,YPBO,-23.17202315,117.74584925439711,,PBO,AU,,
Punta Islita,Canas,PBP,MRIA,10.416667,-85.166664,,PBP,CR,Guanacaste,Canton de Canas
Pimenta Bueno,Pimenta Bueno,PBQ,SWPM,-11.7,-61.2,,PBQ,BR,Rondonia,Pimenta Bueno
Puerto Barrios,Puerto Barrios,PBR,MGPB,15.73187325,-88.58476326578091,,PBR,GT,Izabal,Municipio de Puerto Barrios
Patong Beach,Patong,PBS,,7.895278,98.291664,,PBS,TH,Phuket,
Puerto Leda,Fuerte Olimpo,PBT,,-20.616667,-58.026943,,PBT,PY,Alto Paraguay,
Putao,Zhowagoin,PBU,VYPT,27.3267245,97.42638917802654,,PBU,MM,Tibet Autonomous Region,
Porto Dos Gauchos,,PBV,SWPG,-11.5166667,-57.3333333,,PBV,BR,,
Palibelo,Yendi,PBW,,9.53,-0.22,,PBW,ID,Northern,Yendi
Porto Alegre Do Norte,,PBX,SWPQ,-10.8612428,-51.6844371,,PBX,BR,,
Hamilton/Proserpine,,PBY,,-20.283333,148.83333,,PBY,AU,,
Plettenberg Bay Airport,Plettenberg Bay,PBZ,FAPG,-34.08766745,23.326063451340605,,PBZ,ZA,Western Cape,Eden District Municipality
Portage Creek,,PCA,PAOC,58.9058958,-157.715863,,PCA,US,,
Pondok Cabe,Pamulang,PCB,WIHP,-6.3364522,106.76341868042863,,PCB,ID,West Java,
Puerto Rico,,PCC,,1.9,-75.15,,PCC,CO,,
Prairie du Chien Municipal Airport,Prairie du Chien,PCD,KPDC,43.01881145,-91.1171306535747,,PCD,US,Wisconsin,Crawford County
Painter Creek,,PCE,,57.164165,-157.43306,,PCE,US,,
Potchefstroom,Potchefstroom,PCF,FAPS,-26.6704577,27.083901971724167,,PCF,ZA,North-West,Dr Kenneth Kaunda District Municipality
Paso Caballos,San Andres,PCG,,17.26,-90.24722,,PCG,GT,Peten,Municipio de San Andres
Palacios,Buenos Aires,PCH,MHPC,15.0,-89.0,,PCH,HN,Copan,
Puerto La Victoria,,PCJ,SGLV,-22.268888,-57.92861,,PCJ,PY,,
Porcupine Creek,,PCK,,67.2385084,-150.2894811,,PCK,US,,
Capitan Rolden Airport,Puerto Callao,PCL,SPCL,-8.333333,-74.63333,,PCL,PE,Ucayali,Provincia de Coronel Portillo
Playa Del Carmen,Playa del Carmen,PCM,,20.6,-87.1,,PCM,MX,Quintana Roo,
Picton Aerodrome,Picton,PCN,NZPN,-41.35,174.03334,,PCN,NZ,Marlborough,Marlborough District
Punta Colorada,,PCO,MMPL,23.583332,-109.5,,PCO,MX,,
Principe,Santo Antonio,PCP,FPPR,1.666667,7.416667,,PCP,ST,Principe,
Bounneua,Phongsali,PCQ,VLFL,21.647483200000003,101.90007741388473,,PCQ,LA,Phongsali,
Puerto Carreno Airport,,PCR,SKPC,6.183333,-67.63333,,PCR,CO,,
Picos,Picos,PCS,SNPC,-7.083333,-41.466667,,PCS,BR,Piaui,Picos
Princeton,,PCT,39N,40.35,-74.65,http://www.princetonairport.com/recent-history/,PCT,US,,
Pearl River County,Nicholson,PCU,M13,30.433332,-89.683334,,PCU,US,Mississippi,Pearl River County
Punta Chivato,Mulege,PCV,,27.0692005,-111.961998,,PCV,MX,Baja California Sur,
Puerto Inirida,Inirida,PDA,SKPD,3.8545536499999997,-67.9067415536814,,PDA,CO,Guainia,
Pedro Bay,,PDB,4K0,59.7962114,-154.1298777,,PDB,US,,
Mueo,Poya,PDC,NWWQ,-21.3164005,164.9989929,,PDC,NC,North Province,Poya
Ponta de Ouro,Maputo,PDD,FQPO,-26.783056,32.880554,,PDD,MZ,Maputo City,
Pandie Pandie,,PDE,YPDI,-26.0,138.66667,,PDE,AU,,
Prado,Prado,PDF,SNRD,-17.35,-39.216667,,PDF,BR,Bahia,Prado
Minangkabau International Airport,Lubukalung,PDG,WIEE,-0.7882247499999999,100.2830944686123,http://minangkabau-airport.co.id/en/general/about-us,PDG,ID,West Sumatra,
Pindiu,,PDI,AYPD,-6.5,147.58333,,PDI,PG,,
DeKalb Peachtree Airport,Doraville,PDK,KPDK,33.88333,-84.25,http://web.co.dekalb.ga.us/pdkairport/index.asp,ATL,US,Georgia,DeKalb County
Joao Paulo II Airport,Arrifes,PDL,LPPD,37.74310625,-25.701156342536887,http://www.ana.pt/en-US/Aeroportos/acores/PontaDelgada/Pages/Homepage-PontaDelgada.aspx,PDL,PT,Azores,Ponta Delgada
Pedasí Airport,Pedasi,PDM,MP00,7.556944,-80.023611,,PDM,PA,Los Santos,
Parndana,,PDN,YPDA,-35.916668,138.08333,,PDN,AU,,
Pendopo,Gunungmegang Dalam,PDO,WIPQ,-3.2860701,103.8799973,,PDO,ID,South Sumatra,
Capitan de Corbeta Carlos A. Curbelo International Airport,Maldonado,PDP,SULS,-34.914444,-54.919167,http://www.puntadeleste.aero/,PDP,UY,Maldonado,
Presidente Dutra,Presidente Dutra,PDR,,-5.3075836,-44.4858434,,PDR,BR,Maranhao,Presidente Dutra
Piedras Negras International Airport,Piedras Negras,PDS,MMPG,28.7,-100.51667,,PDS,MX,Coahuila,Piedras Negras
Eastern Oregon Regional Airport,Pendleton,PDT,KPDT,45.696233899999996,-118.84198828544702,,PDT,US,Oregon,Umatilla County
Paysandu,Paysandu,PDU,SUPU,-32.36326055,-58.06789051266426,,PDU,UY,Paysandu,
Plovdiv Airport,Kaloyanovo,PDV,LBPD,42.3,24.716667,http://www.plovdivairport.com/,PDV,BG,Plovdiv,Obshtina Kaloyanovo
Portland International Airport,Walnut Grove,PDX,KPDX,45.5875208,-122.593141,http://www.portlandairportpdx.com,PDX,US,Washington,Clark County
Pedernales,Pedernales,PDZ,SVPE,9.978795999999999,-62.23099375316998,,PDZ,VE,Delta Amacuro,Municipio Pedernales
Penneshaw,,PEA,YPSH,-35.758188,137.95867,,PEA,AU,,
Pebane,,PEB,,-17.166668,38.13333,,PEB,MZ,,
Pelican SPB,,PEC,PEC,57.95,-136.23334,,PEC,US,,
Pardubice Airport,,PED,LKPD,50.01305945,15.738799963989463,http://www.airport-pardubice.cz/?lang=en,PED,CZ,,
Perm International Airport,Kultayevo,PEE,USPP,57.920025,56.01918,http://www.aviaperm.ru/,PEE,RU,Perm,
Peenemuende,Kroslin,PEF,EDCP,54.166668,13.766667,,PEF,DE,Mecklenburg-Vorpommern,
Sant Egidio Airport,Perugia,PEG,LIRZ,43.13333,12.366667,http://www.airport.umbria.it/,PEG,IT,Umbria,Provincia di Perugia
Pehuajo,Pehuajo,PEH,SAZP,-35.8404065,-61.85751299916548,,PEH,AR,Buenos Aires,Partido de Pehuajo
Matecana International Airport,Pereira,PEI,SKPE,4.8124677,-75.7403839964314,http://aeromate.gov.co,PEI,CO,Risaralda,
Beijing Capital International Airport,,PEK,ZBAA,40.079155549999996,116.5942601992765,http://en.bcia.com.cn/,BJS,CN,,
Pelaneng,,PEL,FXPG,-30.55,27.916668,,PEL,LS,,
Puerto Maldonado Airport,Puerto Maldonado,PEM,SPTU,-12.6162537,-69.22684890376946,,PEM,PE,Madre de Dios,Provincia de Tambopata
Penang International Airport,Kampung Sungai Ara,PEN,WMKP,5.296731899999999,100.27478564926506,,PEN,MY,Penang,
Peppimenarti,,PEP,,-14.1442003,130.0910034,,PEP,AU,,
Pecos City,Pecos,PEQ,KPEQ,31.433332,-103.5,http://www.townofpecoscitytx.com/82/Municipal-Airport,PEQ,US,Texas,Reeves County
Perth Airport,Redcliffe,PER,YPPH,-31.933603,115.960236,http://www.perthairport.net.au,PER,AU,Western Australia,Belmont
Petrozavodsk Airport,Petrozavodsk,PES,ULPB,61.683334,34.333332,,PES,RU,Republic of Karelia,
Federal Airport,Pelotas,PET,SBPK,-31.718056,-52.324444,,PET,BR,Rio Grande do Sul,Pelotas
Puerto Lempira,Puerto Lempira,PEU,MHPL,15.216667,-83.76667,,PEU,HN,Gracias a Dios,
Pecs Pogany,,PEV,LHPP,69.78333,170.6,http://www.airport-pecs.hu/,PEV,HU,,
Bacha Khan International Airport,Peshawar,PEW,OPPS,33.99097355,71.51575924176217,,PEW,PK,Khyber Pakhtunkhwa,
Pechora Airport,Puteyets,PEX,UUYP,65.12160625,57.13726820860171,,PEX,RU,Komi Republic,
Penong,Ceduna,PEY,YPNG,-31.9167004,133.0,,PEY,AU,South Australia,Ceduna
Penza Airport,Zasechnoye,PEZ,UWPP,53.110733999999994,45.02345501356966,,PEZ,RU,Penza,
Paf Warren,,PFA,,58.666668,-156.83333,,PFA,US,,
Passo Fundo Airport,Passo Fundo,PFB,SBPF,-28.2435244,-52.32669864043906,,PFB,BR,Rio Grande do Sul,Passo Fundo
Pacific City State,Pacific City,PFC,KPFC,45.198597250000006,-123.96171871467799,,PFC,US,Oregon,Tillamook County
Port Frederick,,PFD,,57.95,-135.65,,PFD,US,,
Patreksfjordur,,PFJ,BIPA,65.03333,-19.008333,,PFJ,IS,,
Primrose Aerodrome,,PFM,,55.390556,-111.120278,,PFM,CA,,
Bay County,Pretty Bayou,PFN,,30.207085,-85.68309,,PFN,US,Florida,Bay County
Paphos International Airport,Paphos,PFO,LCPH,34.71791325,32.489094835033505,http://paphosinternationalairport.com/index_papxmas.html,PFO,CY,Pafos,
Parsabad,Parsabad,PFQ,OITP,39.60367545,47.88360730015924,,PFQ,IR,Ardabil,
Ilebo,Ilebo,PFR,FZVS,-4.330204500000001,20.58850987797728,,PFR,CD,Kasai-Occidental,
Page Airport,Page,PGA,KPGA,36.926388,-111.44722,,PGA,US,Arizona,Coconino County
Pangoa,,PGB,AYPC,-7.016667,141.55,,PGB,PG,,
Grant County,Petersburg,PGC,W99,39.0,-79.11667,,PGC,US,West Virginia,Grant County
Charlotte County Airport,Cleveland,PGD,KPGD,26.919167,-81.99139,http://www.flypgd.com/,PGD,US,Florida,Charlotte County
Yegepa,,PGE,,-7.134069050000001,146.1560903035904,,PGE,PG,,
Llabanere Airport,Peyrestortes,PGF,LFMP,42.741016,2.868183,,PGF,FR,Languedoc-Roussillon,Departement des Pyrenees-Orientales
Progresso,Jacareacanga,PGG,,-6.954167,-55.46111,,PGG,BR,Para,Jacareacanga
Pantnagar Airport,Kichha,PGH,VIPT,29.0324015,79.47558715752675,,PGH,IN,Uttarakhand,Udham Singh Nagar
Chitato,,PGI,FNCH,-7.3588901,20.8047009,,PGI,AO,,
Depati Amir Airport,Pangkalpinang,PGK,WIPK,-2.16040755,106.1396720726779,,PGK,ID,Bangka-Belitung Islands,
Jackson County,Moss Point,PGL,KPQL,30.383333,-88.51667,http://www.co.jackson.ms.us/departments/airport.php,PGL,US,Mississippi,Jackson County
Port Graham,,PGM,PGM,59.347423,-151.82866522036903,,PGM,US,,
